District_C11ID,Area.Other.Kharif.Pulses,Prod.Other.Kharif.Pulses,Yield.Other.Kharif.Pulses,Area.Moong,Prod.Moong,Yield.Moong,Area.Moth,Prod.Moth,Yield.Moth,Area.Other.Rabi.Pulses,Prod.Other.Rabi.Pulses,Yield.Other.Rabi.Pulses,Area.Peas...Beans..Pulses.,Prod.Peas...Beans..Pulses.,Yield.Peas...Beans..Pulses.,Area.Urad,Prod.Urad,Yield.Urad,Area.Gram,Prod.Gram,Yield.Gram,Area.Masoor,Prod.Masoor,Yield.Masoor,Area.HorseGram,Prod.HorseGram,Yield.HorseGram,Area.Arhar..Tur.,Prod.Arhar..Tur.,Yield.Arhar..Tur.,areaTot,prodTot,yieldTot,diversity,dominant_pulses
384,3015,1671.5,0.56,3688,590.1,0.158,NA,NA,NA,565.75,313,0.5475,NA,NA,NA,4374.428571,762.7142857,0.172857143,1266.25,706.5,0.65,NA,NA,NA,4777.8,1179.9,0.242,9053.333333,6326.666667,0.696666667,26740.5619,11550.38095,0.431942343,4.813878046,Area.Arhar..Tur.
385,435,243.3333333,0.553333333,26497.2,5522.3,0.208,NA,NA,NA,612.4,201.2,0.408,NA,NA,NA,5604.714286,1162.571429,0.204285714,84.4,37,0.476,NA,NA,NA,2161.6,607.1,0.275,1340,1252.5,0.935,36735.31429,9026.004762,0.245703758,1.822262049,Area.Moong
386,203.6666667,105.3333333,0.493333333,16522.3,2591.9,0.158,NA,NA,NA,271,94.4,0.39,NA,NA,NA,3137.142857,671.8571429,0.208571429,174.8,75,0.452,NA,NA,NA,1021.5,292.2,0.286,757.5,352.5,0.4675,22087.90952,4183.190476,0.189388248,1.714306066,Area.Moong
387,245,136,0.56,5368.4,1174.1,0.21,NA,NA,NA,183.6666667,66,0.373333333,NA,NA,NA,7890.571429,2148.857143,0.274285714,37.33333333,18.66666667,0.516666667,NA,NA,NA,2261.6,631.2,0.282,20,10,0.5,16006.57143,4184.82381,0.261444109,2.66078591,Area.Urad
388,597.5,306,0.535,53819.7,10938.7,0.202,NA,NA,NA,1659.4,1031.2,0.608,NA,NA,NA,7553.285714,1526,0.201428571,158.4,100.8,0.632,NA,NA,NA,2703.3,549.3,0.202,10430,7335,0.705,76921.58571,21787,0.283236491,1.925557159,Area.Moong
389,1256,779.6666667,0.633333333,1726.5,338.2,0.202,NA,NA,NA,726.4,512.8,0.686,NA,NA,NA,2475.142857,448.4285714,0.181428571,76.2,51.6,0.68,NA,NA,NA,723.6,156.3,0.213,4267.5,4095,0.96,11251.34286,6381.995238,0.567220759,4.226338031,Area.Arhar..Tur.
390,2211.333333,923,0.4,149,21,0.138,NA,NA,NA,283.4,114,0.394,NA,NA,NA,181.2857143,32.85714286,0.175714286,41.6,13.8,0.348,NA,NA,NA,1660.7,359.7,0.215,5162.5,4345,0.845,9689.819048,5809.357143,0.599532057,2.726547809,Area.Arhar..Tur.
391,496.6666667,171.6666667,0.34,3319.3,605.1,0.178,NA,NA,NA,1210.4,637.8,0.536,NA,NA,NA,592,113.5714286,0.188571429,391,198,0.468,NA,NA,NA,3822.9,990.9,0.257,3132.5,2327.5,0.7575,12964.76667,5044.538095,0.389095942,4.463232475,Area.HorseGram
392,850.75,343.75,0.4075,2322.7,616.5,0.253,NA,NA,NA,554.4,305.2,0.548,NA,NA,NA,46.14285714,9.285714286,0.16,157.2,55.2,0.354,NA,NA,NA,1482.2,390.9,0.261,2277.5,1210,0.53,7690.892857,2930.835714,0.381078734,4.274809659,Area.Moong
393,4410.25,2371.25,0.5375,11943.7,2237.7,0.179,NA,NA,NA,1511.4,773.6,0.496,NA,NA,NA,7981.714286,1303.714286,0.16,1008.6,442.6,0.426,666.25,227.5,0.3425,17451.9,3953.8,0.224,9830,6015,0.6175,54803.81429,17325.16429,0.316130629,4.761700534,Area.HorseGram
394,NA,NA,NA,2215.9,371,0.152,NA,NA,NA,540,189,0.35,NA,NA,NA,4651.428571,532.1428571,0.114285714,1460,507.4,0.32,2565,820,0.325,3306.1,440.6,0.141,7952.5,2710,0.3525,22690.92857,5570.142857,0.245478841,4.692614339,Area.Arhar..Tur.
395,2560,1920,0.75,7721.4,1544.1,0.194,NA,NA,NA,1365,802,0.57,NA,NA,NA,4866.857143,879.7142857,0.18,7051.8,6066.4,0.87,2650,1150,0.43,6984.7,1596,0.228,17660,11707.5,0.66,50859.75714,25665.71429,0.504636981,5.080605517,Area.Arhar..Tur.
396,90,33,0.37,337.9,73.6,0.212,NA,NA,NA,871.6,587.6,0.616,NA,NA,NA,2898.714286,656.1428571,0.222857143,120.8,50,0.412,NA,NA,NA,2212.6,641.8,0.288,18487.5,14057.5,0.7625,25019.11429,16099.64286,0.643493717,1.758390748,Area.Arhar..Tur.
397,72,31,0.43,499.2,153.4,0.289,NA,NA,NA,648,287.6,0.446,NA,NA,NA,10259.28571,3530.714286,0.355714286,3480.4,1308.8,0.362,NA,NA,NA,5322.8,1836.8,0.342,4437.5,3175,0.7,24719.18571,10323.31429,0.417623558,3.679533556,Area.Urad
398,1142.75,338.5,0.3075,174,42.6,0.256,NA,NA,NA,4177.8,1619.6,0.386,NA,NA,NA,1574.142857,349.1428571,0.22,1098.6,311.6,0.286,NA,NA,NA,3485.7,1011.3,0.285,5492.5,1982.5,0.3625,17145.49286,5655.242857,0.329838454,4.537054938,Area.Arhar..Tur.
399,409.5,126,0.33,159.5,27.6,0.175,NA,NA,NA,2290.8,832.4,0.362,NA,NA,NA,842.1428571,191,0.217142857,68.6,19,0.284,NA,NA,NA,1537,393,0.243,2547.5,1417.5,0.5125,7855.042857,3006.5,0.382747753,4.11154676,Area.Arhar..Tur.
400,193.7272727,41.6,0.262,14.36363636,2.454545455,0.176363636,NA,NA,NA,111.5,NA,NA,283.0909091,103.0909091,0.36,4078.363636,1089.909091,0.265454545,449.9090909,280.5454545,0.623636364,228.6363636,60.72727273,0.261818182,3116.454545,770.5454545,0.245454545,3361.090909,1622,0.483636364,11837.13636,3970.872727,0.335458899,3.684665927,Area.Urad
401,954.5454545,243.6363636,0.256363636,117.0909091,20.54545455,0.182727273,NA,NA,NA,5,1,0.33,3002.181818,1241.727273,0.414545455,15436.45455,4524.909091,0.293636364,3139.363636,2126.545455,0.676363636,2201.090909,667.5454545,0.303636364,9551.727273,2501.727273,0.259090909,15078.63636,7971.636364,0.528181818,49486.09091,19299.27273,0.389993883,4.211135191,Area.Urad
402,341.3636364,91.54545455,0.268181818,57.18181818,15.27272727,0.273636364,NA,NA,NA,314.7272727,14.2,0.129,994.9090909,336.9090909,0.338181818,15804.27273,3753.090909,0.238181818,1249.909091,1006.272727,0.810909091,472.0909091,134.9090909,0.285454545,3885.818182,1105.363636,0.281818182,3938.636364,2057.363636,0.523636364,27058.90909,8514.927273,0.3146811,2.583743259,Area.Urad
403,1276.636364,359,0.28,4221.181818,1149.363636,0.270909091,NA,NA,NA,278.3,61.4,0.234,1186.272727,412.0909091,0.345454545,19619,4169.454545,0.210909091,578.7272727,476.5454545,0.811818182,149.0909091,44,0.296363636,3275.363636,856,0.263636364,2091.818182,1085.727273,0.51,32676.39091,8613.581818,0.263602607,2.534415675,Area.Urad
404,700,295.7272727,0.45,85.72727273,17,0.198181818,NA,NA,NA,250.1818182,14.72727273,0.207272727,187.7272727,56.72727273,0.302727273,4845.727273,967.6363636,0.2,343.0909091,234.3636364,0.678181818,52,13.90909091,0.27,5521.545455,1490.454545,0.269090909,1198,542,0.449090909,13184,3632.545455,0.275526809,3.09728985,Area.HorseGram
405,228.4545455,99.81818182,0.437272727,391.1818182,92.90909091,0.236363636,NA,NA,NA,151.0909091,53.3,0.38,248.7272727,87.63636364,0.35,1863.272727,446,0.241818182,196.3636364,157.2727273,0.796363636,29.54545455,9.272727273,0.318181818,240.5454545,131.1818182,0.537272727,1186.181818,641.8181818,0.538181818,4535.363636,1719.209091,0.37906753,3.90608923,Area.Urad
406,274.9090909,118,0.429090909,158.5454545,36,0.221818182,NA,NA,NA,211.3636364,36.63636364,0.228181818,825.5454545,277.2727273,0.334545455,2222.454545,470.8181818,0.216363636,21206.36364,16976.09091,0.793636364,1071.545455,323.2727273,0.302727273,1085,310.5454545,0.290909091,4222,2204.636364,0.517272727,31277.72727,20753.27273,0.663516008,2.056856841,Area.Gram
407,44.63636364,12.63636364,0.275454545,70.18181818,13.72727273,0.172727273,NA,NA,NA,14.4,4.555555556,0.291111111,300.1818182,81,0.265454545,2684.727273,836.4545455,0.310909091,55915.45455,36260.90909,0.639090909,1518.727273,418.2727273,0.270909091,17.22222222,4.857142857,0.274285714,4963,2097.545455,0.424545455,65528.53131,39729.95815,0.606300147,1.358521225,Area.Gram
408,290,92.36363636,0.317272727,639.6363636,127.0909091,0.198181818,NA,NA,NA,123.9090909,42.18181818,0.453636364,219.4545455,64,0.289090909,8752,2761,0.314545455,32568.63636,23946,0.712727273,1195.818182,361.2727273,0.3,3028.272727,858,0.282727273,3857.181818,1743.909091,0.46,50674.90909,29995.81818,0.591926433,2.207374833,Area.Gram
409,7,2.333333333,0.278333333,532.0909091,129.8181818,0.243636364,NA,NA,NA,2.666666667,2,0.33,1015.363636,314.2727273,0.302727273,4152,1065.818182,0.256363636,83574.45455,72313.36364,0.847272727,6250.181818,2010,0.321818182,623.7272727,197.3636364,0.315454545,5431.636364,2431.727273,0.455454545,101589.1212,78466.69697,0.772392713,1.459284345,Area.Gram
410,369.8181818,117.4545455,0.318181818,2469.090909,437.7272727,0.178181818,NA,NA,NA,246.2727273,88.90909091,0.662727273,2402.545455,835.8181818,0.358181818,5459.181818,1686.727273,0.308181818,7967.636364,6622.090909,0.817272727,2031.090909,692.9090909,0.340909091,1702.090909,496.2727273,0.29,2959.636364,929.4545455,0.313636364,25607.36364,11907.36364,0.464997639,5.413327024,Area.Gram
411,127.2727273,46.18181818,0.363636364,3371.454545,778.9090909,0.23,NA,NA,NA,47.77777778,14.33333333,0.307777778,201.4545455,72.09090909,0.365454545,11255.54545,3861.181818,0.340909091,294.9090909,226.3636364,0.799090909,23.27272727,11.36363636,0.476363636,92.36363636,28.45454545,0.311818182,869.4545455,282.9090909,0.324545455,16283.50505,5321.787879,0.326820784,1.908051698,Area.Urad
412,175.1818182,62.27272727,0.355454545,499.9090909,104.5454545,0.206363636,NA,NA,NA,117.3636364,47.45454545,0.46,1895.363636,728.0909091,0.384545455,1229.636364,373.8181818,0.299090909,8573.363636,7709.636364,0.9,1035.454545,398.8181818,0.382727273,301.1818182,98.81818182,0.33,251.0909091,82,0.336363636,14078.54545,9605.454545,0.682276062,2.473632842,Area.Gram
413,347.3636364,58.54545455,0.182727273,1038.545455,395.9090909,0.382727273,NA,NA,NA,16.2,5.555555556,0.45,1642.272727,500,0.299090909,5092.363636,1946,0.38,632.8181818,544.3636364,0.850909091,94.54545455,27.90909091,0.289090909,8308.818182,3012.454545,0.361818182,626.9090909,340.5454545,0.541818182,17799.83636,6831.282828,0.383783462,3.178908438,Area.HorseGram
414,370,62.18181818,0.197272727,260.9090909,102.9090909,0.392727273,NA,NA,NA,16.6,5.6,0.339,309.6363636,90.63636364,0.291818182,11010.45455,4468.090909,0.405454545,781.8181818,642.4545455,0.803636364,14.72727273,4.363636364,0.292727273,9340.272727,3378.818182,0.363636364,984.7272727,574.6363636,0.585454545,23089.14545,9329.690909,0.404072595,2.534351567,Area.Urad
416,533.5454545,69.72727273,0.159090909,1969.363636,650.5454545,0.337272727,NA,NA,NA,42.18181818,7.857142857,0.388571429,2.2,1,0.36,1446.272727,489.2727273,0.343636364,13.54545455,8.3,0.621,NA,NA,NA,3219.090909,1001.090909,0.311818182,913.9090909,435,0.475454545,8140.109091,2662.793506,0.327120125,3.796231852,Area.HorseGram
418,3416.75,1278.75,0.335,279,83,0.3,NA,NA,NA,162.5,89.5,0.52,385.3333333,169.6666667,0.563333333,1062,268,0.3125,6315.875,7655.25,1.16625,125.3333333,51,0.403333333,NA,NA,NA,1424.375,955.5,0.6175,13171.16667,10550.66667,0.801042682,3.154772619,Area.Gram
419,2170.75,882.25,0.4075,714,318,0.45,NA,NA,NA,3033.75,1499.25,0.4875,529.3333333,285,0.56,456.75,181,0.3875,13286.5,16325.125,1.20125,846.6666667,442,0.496666667,NA,NA,NA,4968.625,3998.75,0.7825,26006.375,23931.375,0.920211871,3.118897367,Area.Gram
420,4877,1434,0.295,2496,866,0.35,NA,NA,NA,19178.5,8341,0.43,3774.333333,1902,0.48,1367.5,430.25,0.295,42459.125,45956.375,1.0625,6756.666667,3357,0.473333333,1,0,0,6785.25,4175.25,0.60875,87695.375,66461.875,0.757872066,3.331497333,Area.Gram
421,10613.5,4556.75,0.4275,170,75,0.44,NA,NA,NA,8484,5852.5,0.7,2440.666667,1431.333333,0.58,11081.25,4393.75,0.415,28901,33453.375,1.17875,1522.333333,793.3333333,0.5,NA,NA,NA,801,532.875,0.58625,64013.75,51088.91667,0.798092858,3.558222022,Area.Gram
422,17016,4482.25,0.2675,2335,681,0.29,NA,NA,NA,27075.5,13717.5,0.505,18219.33333,11292.33333,0.6,13488.5,3356.75,0.2475,46405.5,60329.875,1.26125,5181.333333,2847.666667,0.526666667,NA,NA,NA,2757.75,1544,0.545,132478.9167,98251.375,0.74163782,4.705417066,Area.Gram
423,25073.75,9171.5,0.3625,4870,2112,0.43,NA,NA,NA,3309,1462.5,0.43,1276,653,0.5,17986,7406.75,0.4125,69900.625,67621.25,0.95125,7031,3099.333333,0.42,1,NA,NA,595.5,347.5,0.54,130042.875,91873.83333,0.706488789,2.854505624,Area.Gram
